;P_EL;P_OTHER;Q_EL;Q_OTHER;lP_E;lP_O;lQ_E;lQ_O;hdd_extr;lhdd_x;Ls74;I74;Ls06;I06;I75;I1986;I1978;I:1968;I:1974;I:1967;S1:1973;S1:1974;S1:1977;I:1981;PE_b;PO_b;PEO_TX;lPE_b;lPO_b;lPEO_TX;I2000;Ls86;Ls00;tr67;Dlh;Ls78;I1975;Ls09;I2009;Ls80;I1980;Tr80;I1994;Ls94;DLs74;DLs78;Dlhdd_x;Ls73;Ls79;DLs73;DLs79;VlQ_E;VlQ_O;VlP_E;VlP_O;pdif;dumm1986;Ls73c;Ls79c;dumm1986c;Ls09c;DlP_O;e_pr_cap;Le_pr_cap;LP_Ea;DLP_Ea;DlP_E;DLe_pr_cap;lPet
2007;0.000149546;0.000130355;41.37871746;285.5535567;-8.807908605;-8.945246562;3.722766678;5.654429601;3009.52;8.009535877;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.776120338;1.037504069;0.143482796;-0.253447695;0.036817895;-1.941540136;0;1;1;0;-0.025869322;1;0;0;0;1;0;0;0;1;0;0;-0.025869322;1;1;0;0;-0.004070006;0.033190283;-0.073758211;-0.093767084;-0.137337956;1;0.137254902;0.254901961;0.392156863;-0.156862745;-0.004496846;3622.596833;8.194946405;0.01230336;0.046286864;0.044760057;-0.028726649;-2.497449071
2008;0.000151375;0.000163424;41.01580818;271.9520715;-8.795751157;-8.719163981;3.713957558;5.605625843;3043.96;8.020914578;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.951902321;1.005564053;0.103687538;-0.049292854;0.005548631;-2.26637334;0;1;1;0;0.011378702;1;0;0;0;1;0;0;0;1;0;0;0.011378702;1;1;0;0;0.023798655;-0.006544703;-0.073547177;0.13948553;0.076587176;1;0.137254902;0.254901961;0.392156863;-0.156862745;0.226082581;3501.513847;8.160950682;-0.006484157;-0.018787517;0.012157448;-0.033995723;-2.406657021
2009;0.000153458;0.000124465;41.39398043;266.8644493;-8.782084091;-8.991484336;3.72313547;5.586740849;3235.75;8.082016019;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.878326737;1.02147339;0.150009725;-0.129736617;0.021246085;-1.897055154;0;1;1;0;0.061101441;1;0;1;1;1;0;0;0;1;0;0;0.061101441;1;1;0;0;0.06182289;0.01677028;-0.05775789;-0.252454272;-0.209400245;1;0.137254902;0.254901961;0.392156863;0.843137255;-0.272320355;3329.211067;8.110490638;-0.012489652;-0.006005495;0.013667065;-0.050460044;-2.510649826
2010;0.000165839;0.000146378;39.00012337;260.8815045;-8.704496061;-8.829320737;3.66356481;5.564066298;3978.3;8.288609871;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.839720384;1.025708536;0.138226743;-0.174686318;0.025383629;-1.978859877;0;1;1;0;0.206593852;1;0;1;0;1;0;0;0;1;0;0;0.206593852;1;1;0;0;0.006234481;-0.035959484;0.037609134;0.085751696;-0.124824676;1;0.137254902;0.254901961;0.392156863;0.843137255;0.162163599;3510.79685;8.163598313;0.044903865;0.057393517;0.07758803;0.053107675;-2.419600785
2011;0.000184556;0.00016378;36.91499465;262.062109;-8.597558467;-8.716986845;3.608617828;5.568581533;3150.67;8.055370408;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.862386927;1.019597902;0.124659886;-0.148051237;0.019408336;-2.08216616;0;1;1;0;-0.233239464;1;0;1;0;1;0;0;0;1;0;0;-0.233239464;1;1;0;0;-0.010604059;0.053952987;0.076448905;0.056908095;-0.119428378;1;0.137254902;0.254901961;0.392156863;0.843137255;0.112333892;3230.188031;8.080295628;#N/A;#N/A;0.106937595;-0.083302685;-2.297424736
2012;0.000178122;0.000183715;35.33427222;246.6556959;-8.633039672;-8.60212754;3.564853377;5.50799342;3413.39;8.135461211;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.814551065;1.023530209;0.112595968;-0.205118158;0.023257641;-2.183949371;0;1;1;0;0.080090804;1;0;1;0;1;0;0;0;1;0;0;0.080090804;1;1;0;0;-0.008761395;-0.040104429;0.010008374;0.098585018;0.030912132;1;0.137254902;0.254901961;0.392156863;0.843137255;0.114859305;3091.58158;8.036438077;#N/A;#N/A;-0.035481205;-0.043857551;-2.25373023
2013;0.000160111;0.000179836;35.76963065;229.5363004;-8.739646275;-8.623464414;3.577099227;5.436061188;3397.94;8.130924645;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.833983185;1.022816331;0.120827996;-0.181542039;0.022559931;-2.113387262;0;1;1;0;-0.004536567;1;0;1;0;1;0;0;0;1;0;0;-0.004536567;1;1;0;0;0.035537185;-0.044223688;-0.071530722;0.050938602;0.11618186;1;0.137254902;0.254901961;0.392156863;0.843137255;-0.021336874;3125.33776;8.04729764;#N/A;#N/A;-0.106606603;0.010859562;#N/A
2014;0.000156;0.00015898;35.35834036;218.1703964;-8.765655263;-8.746733585;3.565534301;5.385276392;2850.87;7.95537949;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.829835795;1.026646811;0.135392882;-0.186527435;0.026297968;-1.999574488;0;1;1;0;-0.175545155;1;0;1;0;1;0;0;0;1;0;0;-0.175545155;1;1;0;0;0.029561832;-0.020900841;-0.080276634;0.083330831;0.018921678;1;0.137254902;0.254901961;0.392156863;0.843137255;-0.12326917;2872.573547;7.962963613;#N/A;#N/A;-0.026008988;-0.084334026;#N/A
2015;0.000160203;0.000110164;32.48167611;228.4171395;-8.739068161;-9.113538004;3.480676118;5.431173517;3113.48;8.043496351;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.933692646;1.012900644;0.162870475;-0.068607968;0.01281814;-1.814800025;0;1;1;0;0.088116861;1;0;1;0;1;0;0;0;1;0;0;0.088116861;1;1;0;0;-0.039188032;0.022218137;-0.019648202;-0.102032785;-0.374469843;1;0.137254902;0.254901961;0.392156863;0.843137255;-0.36680442;2816.614565;7.943290934;#N/A;#N/A;0.026587101;-0.019672679;#N/A
2016;0.000163333;9.19424E-05;32.37966298;237.5201573;-8.719719221;-9.294348131;3.47753054;5.470252493;3136.44;8.050843678;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.881434628;1.028854972;0.195732631;-0.12620444;0.028446506;-1.631005679;0;1;1;0;0.007347327;1;0;1;0;1;0;0;0;1;0;0;0.007347327;1;1;0;0;-0.011793633;0.018657027;-0.018075345;-0.093124616;-0.57462891;1;0.137254902;0.254901961;0.392156863;0.843137255;-0.180810127;#N/A;#N/A;#N/A;#N/A;0.01934894;#N/A;#N/A
