"","respondent_ID","EE_highest","invest_EE","EE_combi_washdryer","EE_washingmachine","EE_dryer","EE_dishwasher","EE_combifridge_freezer","EE_fridge_integrated_freezer","EE_fridge_no_integrated_freezer","EE_chestfreezer","EE_standingfreezer","postnummer","income","age","know_el","house_type","house_type.1","house_size","year_built","persons0.5","persons6.10","persons11.15","persons16.18","persons18.30","persons31.50","persons51.65","persons65","geoms","job_index_resp","job_index_spouse","qty_inhabitants","light_score","EE_index"
"A408","A408",1,1,NA,"A++",NA,"A++","A",NA,NA,NA,NA,2300,2,"5",1,1,"apt",7,4,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.300035,55.763436,0.0 12.294894,55.77906,0.0 12.308616,55.777104,0.0 12.317263,55.786689,0.0 12.304126,55.790212,0.0 12.304994,55.795015,0.0 12.322924,55.795047,0.0 12.333379,55.799731,0.0 12.372236,55.801946,0.0 12.37614,55.805573,0.0 12.380013,55.802482,0.0 12.388092,55.805173,0.0 12.412136,55.801523,0.0 12.416468,55.795138,0.0 12.415044,55.783592,0.0 12.414474,55.775197,0.0 12.426958,55.774937,0.0 12.417278,55.770342,0.0 12.416192,55.752982,0.0 12.407398,55.752711,0.0 12.395106,55.75986,0.0 12.391881,55.756598,0.0 12.380241,55.761165,0.0 12.365936,55.753988,0.0 12.338176,55.756915,0.0 12.300035,55.763436,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0,0.705882352941177
"A409","A409",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2750,4,"1",0,1,"apt",7,4,0,0,0,0,1,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.300035,55.763436,0.0 12.294894,55.77906,0.0 12.308616,55.777104,0.0 12.317263,55.786689,0.0 12.304126,55.790212,0.0 12.304994,55.795015,0.0 12.322924,55.795047,0.0 12.333379,55.799731,0.0 12.372236,55.801946,0.0 12.37614,55.805573,0.0 12.380013,55.802482,0.0 12.388092,55.805173,0.0 12.412136,55.801523,0.0 12.416468,55.795138,0.0 12.415044,55.783592,0.0 12.414474,55.775197,0.0 12.426958,55.774937,0.0 12.417278,55.770342,0.0 12.416192,55.752982,0.0 12.407398,55.752711,0.0 12.395106,55.75986,0.0 12.391881,55.756598,0.0 12.380241,55.761165,0.0 12.365936,55.753988,0.0 12.338176,55.756915,0.0 12.300035,55.763436,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,0,1,0.333333333333333,0.111111111111111
"A410","A410",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880,6,"3",1,1,"apt",7,4,0,0,0,1,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.300035,55.763436,0.0 12.294894,55.77906,0.0 12.308616,55.777104,0.0 12.317263,55.786689,0.0 12.304126,55.790212,0.0 12.304994,55.795015,0.0 12.322924,55.795047,0.0 12.333379,55.799731,0.0 12.372236,55.801946,0.0 12.37614,55.805573,0.0 12.380013,55.802482,0.0 12.388092,55.805173,0.0 12.412136,55.801523,0.0 12.416468,55.795138,0.0 12.415044,55.783592,0.0 12.414474,55.775197,0.0 12.426958,55.774937,0.0 12.417278,55.770342,0.0 12.416192,55.752982,0.0 12.407398,55.752711,0.0 12.395106,55.75986,0.0 12.391881,55.756598,0.0 12.380241,55.761165,0.0 12.365936,55.753988,0.0 12.338176,55.756915,0.0 12.300035,55.763436,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,2,3,1,0.470588235294118
"A411","A411",0,0,NA,NA,NA,"A","A",NA,"A",NA,"A",8000,2,"5",0,1,"apt",7,2,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.300035,55.763436,0.0 12.294894,55.77906,0.0 12.308616,55.777104,0.0 12.317263,55.786689,0.0 12.304126,55.790212,0.0 12.304994,55.795015,0.0 12.322924,55.795047,0.0 12.333379,55.799731,0.0 12.372236,55.801946,0.0 12.37614,55.805573,0.0 12.380013,55.802482,0.0 12.388092,55.805173,0.0 12.412136,55.801523,0.0 12.416468,55.795138,0.0 12.415044,55.783592,0.0 12.414474,55.775197,0.0 12.426958,55.774937,0.0 12.417278,55.770342,0.0 12.416192,55.752982,0.0 12.407398,55.752711,0.0 12.395106,55.75986,0.0 12.391881,55.756598,0.0 12.380241,55.761165,0.0 12.365936,55.753988,0.0 12.338176,55.756915,0.0 12.300035,55.763436,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0.25,0.8
"A412","A412",0,0,NA,"A","B","A","A","A",NA,"A","A",9210,4,"5",1,1,"apt",7,5,0,0,0,0,0,0,0,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.300035,55.763436,0.0 12.294894,55.77906,0.0 12.308616,55.777104,0.0 12.317263,55.786689,0.0 12.304126,55.790212,0.0 12.304994,55.795015,0.0 12.322924,55.795047,0.0 12.333379,55.799731,0.0 12.372236,55.801946,0.0 12.37614,55.805573,0.0 12.380013,55.802482,0.0 12.388092,55.805173,0.0 12.412136,55.801523,0.0 12.416468,55.795138,0.0 12.415044,55.783592,0.0 12.414474,55.775197,0.0 12.426958,55.774937,0.0 12.417278,55.770342,0.0 12.416192,55.752982,0.0 12.407398,55.752711,0.0 12.395106,55.75986,0.0 12.391881,55.756598,0.0 12.380241,55.761165,0.0 12.365936,55.753988,0.0 12.338176,55.756915,0.0 12.300035,55.763436,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,2,2,0.894736842105263,0.375
"A413","A413",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300,7,"4",1,1,"apt",7,2,0,0,0,1,1,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.300035,55.763436,0.0 12.294894,55.77906,0.0 12.308616,55.777104,0.0 12.317263,55.786689,0.0 12.304126,55.790212,0.0 12.304994,55.795015,0.0 12.322924,55.795047,0.0 12.333379,55.799731,0.0 12.372236,55.801946,0.0 12.37614,55.805573,0.0 12.380013,55.802482,0.0 12.388092,55.805173,0.0 12.412136,55.801523,0.0 12.416468,55.795138,0.0 12.415044,55.783592,0.0 12.414474,55.775197,0.0 12.426958,55.774937,0.0 12.417278,55.770342,0.0 12.416192,55.752982,0.0 12.407398,55.752711,0.0 12.395106,55.75986,0.0 12.391881,55.756598,0.0 12.380241,55.761165,0.0 12.365936,55.753988,0.0 12.338176,55.756915,0.0 12.300035,55.763436,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,4,4,1,0.2
"A416","A416",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9400,4,"5",1,1,"apt",7,4,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.421464,55.810195,0.0 12.412136,55.801523,0.0 12.388092,55.805173,0.0 12.380013,55.802482,0.0 12.37614,55.805573,0.0 12.372236,55.801946,0.0 12.333379,55.799731,0.0 12.32954,55.807723,0.0 12.322677,55.804369,0.0 12.323922,55.809395,0.0 12.311523,55.817235,0.0 12.332488,55.840376,0.0 12.335833,55.84358,0.0 12.356332,55.839773,0.0 12.377937,55.832371,0.0 12.380957,55.824609,0.0 12.402427,55.823515,0.0 12.409254,55.811822,0.0 12.421464,55.810195,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,0,1,0.714285714285714,0.923076923076923
"A417","A417",0,1,NA,"A",NA,NA,NA,"A+","A+","A+",NA,5700,5,"3",1,1,"apt",7,4,0,0,0,0,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.269091,55.860685,0.0 12.253107,55.866826,0.0 12.272441,55.875312,0.0 12.274125,55.882597,0.0 12.274816,55.88233,0.0 12.281712,55.862489,0.0 12.291569,55.858554,0.0 12.309425,55.861262,0.0 12.306799,55.853963,0.0 12.319643,55.852717,0.0 12.322213,55.846233,0.0 12.313311,55.842479,0.0 12.332488,55.840376,0.0 12.311523,55.817235,0.0 12.286849,55.821218,0.0 12.277468,55.816838,0.0 12.239794,55.818851,0.0 12.207377,55.82965,0.0 12.221366,55.832755,0.0 12.217918,55.838406,0.0 12.233324,55.845589,0.0 12.234242,55.853398,0.0 12.223913,55.856368,0.0 12.225461,55.860745,0.0 12.242449,55.863271,0.0 12.258942,55.853906,0.0 12.269091,55.860685,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,1,2,0.655172413793103,0.416666666666667
"A418","A418",1,1,NA,NA,NA,"A++","A++",NA,NA,NA,NA,2700,4,"4",0,1,"apt",8,3,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.217918,55.838406,0.0 12.221366,55.832755,0.0 12.207377,55.82965,0.0 12.239794,55.818851,0.0 12.234679,55.805734,0.0 12.229483,55.808995,0.0 12.211985,55.805729,0.0 12.192465,55.810241,0.0 12.192464,55.816109,0.0 12.17039,55.827555,0.0 12.127845,55.818047,0.0 12.123192,55.823432,0.0 12.13501,55.844887,0.0 12.120553,55.848647,0.0 12.121443,55.858567,0.0 12.123891,55.866943,0.0 12.150355,55.872608,0.0 12.139748,55.88378,0.0 12.145243,55.88496,0.0 12.154286,55.885136,0.0 12.16321,55.878341,0.0 12.176747,55.879346,0.0 12.200348,55.868034,0.0 12.209655,55.869383,0.0 12.219986,55.865483,0.0 12.238468,55.876949,0.0 12.274125,55.882597,0.0 12.272441,55.875312,0.0 12.253107,55.866826,0.0 12.269091,55.860685,0.0 12.258942,55.853906,0.0 12.242449,55.863271,0.0 12.225461,55.860745,0.0 12.223913,55.856368,0.0 12.234242,55.853398,0.0 12.233324,55.845589,0.0 12.217918,55.838406,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,0.714285714285714,0.4
"A419","A419",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,3,"3",1,1,"apt",8,4,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.217918,55.838406,0.0 12.221366,55.832755,0.0 12.207377,55.82965,0.0 12.239794,55.818851,0.0 12.234679,55.805734,0.0 12.229483,55.808995,0.0 12.211985,55.805729,0.0 12.192465,55.810241,0.0 12.192464,55.816109,0.0 12.17039,55.827555,0.0 12.127845,55.818047,0.0 12.123192,55.823432,0.0 12.13501,55.844887,0.0 12.120553,55.848647,0.0 12.121443,55.858567,0.0 12.123891,55.866943,0.0 12.150355,55.872608,0.0 12.139748,55.88378,0.0 12.145243,55.88496,0.0 12.154286,55.885136,0.0 12.16321,55.878341,0.0 12.176747,55.879346,0.0 12.200348,55.868034,0.0 12.209655,55.869383,0.0 12.219986,55.865483,0.0 12.238468,55.876949,0.0 12.274125,55.882597,0.0 12.272441,55.875312,0.0 12.253107,55.866826,0.0 12.269091,55.860685,0.0 12.258942,55.853906,0.0 12.242449,55.863271,0.0 12.225461,55.860745,0.0 12.223913,55.856368,0.0 12.234242,55.853398,0.0 12.233324,55.845589,0.0 12.217918,55.838406,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,0,1,0.166666666666667,0.875
"A420","A420",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,2,"1",1,1,"apt",8,3,0,0,0,0,2,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.217918,55.838406,0.0 12.221366,55.832755,0.0 12.207377,55.82965,0.0 12.239794,55.818851,0.0 12.234679,55.805734,0.0 12.229483,55.808995,0.0 12.211985,55.805729,0.0 12.192465,55.810241,0.0 12.192464,55.816109,0.0 12.17039,55.827555,0.0 12.127845,55.818047,0.0 12.123192,55.823432,0.0 12.13501,55.844887,0.0 12.120553,55.848647,0.0 12.121443,55.858567,0.0 12.123891,55.866943,0.0 12.150355,55.872608,0.0 12.139748,55.88378,0.0 12.145243,55.88496,0.0 12.154286,55.885136,0.0 12.16321,55.878341,0.0 12.176747,55.879346,0.0 12.200348,55.868034,0.0 12.209655,55.869383,0.0 12.219986,55.865483,0.0 12.238468,55.876949,0.0 12.274125,55.882597,0.0 12.272441,55.875312,0.0 12.253107,55.866826,0.0 12.269091,55.860685,0.0 12.258942,55.853906,0.0 12.242449,55.863271,0.0 12.225461,55.860745,0.0 12.223913,55.856368,0.0 12.234242,55.853398,0.0 12.233324,55.845589,0.0 12.217918,55.838406,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",0,0,2,0.75,0.714285714285714
"A421","A421",0,1,NA,NA,NA,"A","A+",NA,NA,NA,NA,3000,2,"3",0,1,"apt",8,4,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.056005,55.858518,0.0 12.063868,55.861203,0.0 12.062492,55.870483,0.0 12.064866,55.876956,0.0 12.061805,55.879734,0.0 12.068306,55.879036,0.0 12.065482,55.885294,0.0 12.0773,55.886439,0.0 12.077162,55.890768,0.0 12.088176,55.89488,0.0 12.103033,55.887216,0.0 12.12175,55.884781,0.0 12.128299,55.890978,0.0 12.145243,55.88496,0.0 12.139748,55.88378,0.0 12.150355,55.872608,0.0 12.123891,55.866943,0.0 12.121443,55.858567,0.0 12.120553,55.848647,0.0 12.13501,55.844887,0.0 12.123192,55.823432,0.0 12.127845,55.818047,0.0 12.134463,55.806692,0.0 12.122157,55.79055,0.0 12.11024,55.791252,0.0 12.117223,55.785639,0.0 12.110552,55.784696,0.0 12.108611,55.774816,0.0 12.086645,55.782743,0.0 12.086612,55.783001,0.0 12.072843,55.786732,0.0 12.07333,55.794469,0.0 12.078338,55.794895,0.0 12.077882,55.797335,0.0 12.074046,55.804907,0.0 12.068256,55.808984,0.0 12.063105,55.828543,0.0 12.054389,55.827468,0.0 12.054062,55.833453,0.0 12.05154,55.833053,0.0 12.050688,55.834757,0.0 12.05462,55.836146,0.0 12.050312,55.842143,0.0 12.042427,55.843099,0.0 12.041266,55.845091,0.0 12.04508,55.858902,0.0 12.056005,55.858518,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,0,1,0.555555555555556,0.666666666666667
"A422","A422",0,0,NA,NA,NA,NA,"A",NA,NA,NA,NA,2200,4,"2",1,1,"apt",8,4,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.056005,55.858518,0.0 12.063868,55.861203,0.0 12.062492,55.870483,0.0 12.064866,55.876956,0.0 12.061805,55.879734,0.0 12.068306,55.879036,0.0 12.065482,55.885294,0.0 12.0773,55.886439,0.0 12.077162,55.890768,0.0 12.088176,55.89488,0.0 12.103033,55.887216,0.0 12.12175,55.884781,0.0 12.128299,55.890978,0.0 12.145243,55.88496,0.0 12.139748,55.88378,0.0 12.150355,55.872608,0.0 12.123891,55.866943,0.0 12.121443,55.858567,0.0 12.120553,55.848647,0.0 12.13501,55.844887,0.0 12.123192,55.823432,0.0 12.127845,55.818047,0.0 12.134463,55.806692,0.0 12.122157,55.79055,0.0 12.11024,55.791252,0.0 12.117223,55.785639,0.0 12.110552,55.784696,0.0 12.108611,55.774816,0.0 12.086645,55.782743,0.0 12.086612,55.783001,0.0 12.072843,55.786732,0.0 12.07333,55.794469,0.0 12.078338,55.794895,0.0 12.077882,55.797335,0.0 12.074046,55.804907,0.0 12.068256,55.808984,0.0 12.063105,55.828543,0.0 12.054389,55.827468,0.0 12.054062,55.833453,0.0 12.05154,55.833053,0.0 12.050688,55.834757,0.0 12.05462,55.836146,0.0 12.050312,55.842143,0.0 12.042427,55.843099,0.0 12.041266,55.845091,0.0 12.04508,55.858902,0.0 12.056005,55.858518,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,1,0.714285714285714
"A424","A424",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,4,"3",1,1,"apt",8,3,0,0,0,0,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.056005,55.858518,0.0 12.063868,55.861203,0.0 12.062492,55.870483,0.0 12.064866,55.876956,0.0 12.061805,55.879734,0.0 12.068306,55.879036,0.0 12.065482,55.885294,0.0 12.0773,55.886439,0.0 12.077162,55.890768,0.0 12.088176,55.89488,0.0 12.103033,55.887216,0.0 12.12175,55.884781,0.0 12.128299,55.890978,0.0 12.145243,55.88496,0.0 12.139748,55.88378,0.0 12.150355,55.872608,0.0 12.123891,55.866943,0.0 12.121443,55.858567,0.0 12.120553,55.848647,0.0 12.13501,55.844887,0.0 12.123192,55.823432,0.0 12.127845,55.818047,0.0 12.134463,55.806692,0.0 12.122157,55.79055,0.0 12.11024,55.791252,0.0 12.117223,55.785639,0.0 12.110552,55.784696,0.0 12.108611,55.774816,0.0 12.086645,55.782743,0.0 12.086612,55.783001,0.0 12.072843,55.786732,0.0 12.07333,55.794469,0.0 12.078338,55.794895,0.0 12.077882,55.797335,0.0 12.074046,55.804907,0.0 12.068256,55.808984,0.0 12.063105,55.828543,0.0 12.054389,55.827468,0.0 12.054062,55.833453,0.0 12.05154,55.833053,0.0 12.050688,55.834757,0.0 12.05462,55.836146,0.0 12.050312,55.842143,0.0 12.042427,55.843099,0.0 12.041266,55.845091,0.0 12.04508,55.858902,0.0 12.056005,55.858518,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,1,2,1,0.75
"A425","A425",0,0,NA,"A",NA,"A",NA,NA,"A","A",NA,8000,3,"5",0,1,"apt",8,1,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.056005,55.858518,0.0 12.063868,55.861203,0.0 12.062492,55.870483,0.0 12.064866,55.876956,0.0 12.061805,55.879734,0.0 12.068306,55.879036,0.0 12.065482,55.885294,0.0 12.0773,55.886439,0.0 12.077162,55.890768,0.0 12.088176,55.89488,0.0 12.103033,55.887216,0.0 12.12175,55.884781,0.0 12.128299,55.890978,0.0 12.145243,55.88496,0.0 12.139748,55.88378,0.0 12.150355,55.872608,0.0 12.123891,55.866943,0.0 12.121443,55.858567,0.0 12.120553,55.848647,0.0 12.13501,55.844887,0.0 12.123192,55.823432,0.0 12.127845,55.818047,0.0 12.134463,55.806692,0.0 12.122157,55.79055,0.0 12.11024,55.791252,0.0 12.117223,55.785639,0.0 12.110552,55.784696,0.0 12.108611,55.774816,0.0 12.086645,55.782743,0.0 12.086612,55.783001,0.0 12.072843,55.786732,0.0 12.07333,55.794469,0.0 12.078338,55.794895,0.0 12.077882,55.797335,0.0 12.074046,55.804907,0.0 12.068256,55.808984,0.0 12.063105,55.828543,0.0 12.054389,55.827468,0.0 12.054062,55.833453,0.0 12.05154,55.833053,0.0 12.050688,55.834757,0.0 12.05462,55.836146,0.0 12.050312,55.842143,0.0 12.042427,55.843099,0.0 12.041266,55.845091,0.0 12.04508,55.858902,0.0 12.056005,55.858518,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,0.933333333333333,0.6875
"A426","A426",0,1,NA,"A+","A+",NA,"A+",NA,NA,NA,NA,5000,3,"2",0,1,"apt",8,NA,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.056005,55.858518,0.0 12.063868,55.861203,0.0 12.062492,55.870483,0.0 12.064866,55.876956,0.0 12.061805,55.879734,0.0 12.068306,55.879036,0.0 12.065482,55.885294,0.0 12.0773,55.886439,0.0 12.077162,55.890768,0.0 12.088176,55.89488,0.0 12.103033,55.887216,0.0 12.12175,55.884781,0.0 12.128299,55.890978,0.0 12.145243,55.88496,0.0 12.139748,55.88378,0.0 12.150355,55.872608,0.0 12.123891,55.866943,0.0 12.121443,55.858567,0.0 12.120553,55.848647,0.0 12.13501,55.844887,0.0 12.123192,55.823432,0.0 12.127845,55.818047,0.0 12.134463,55.806692,0.0 12.122157,55.79055,0.0 12.11024,55.791252,0.0 12.117223,55.785639,0.0 12.110552,55.784696,0.0 12.108611,55.774816,0.0 12.086645,55.782743,0.0 12.086612,55.783001,0.0 12.072843,55.786732,0.0 12.07333,55.794469,0.0 12.078338,55.794895,0.0 12.077882,55.797335,0.0 12.074046,55.804907,0.0 12.068256,55.808984,0.0 12.063105,55.828543,0.0 12.054389,55.827468,0.0 12.054062,55.833453,0.0 12.05154,55.833053,0.0 12.050688,55.834757,0.0 12.05462,55.836146,0.0 12.050312,55.842143,0.0 12.042427,55.843099,0.0 12.041266,55.845091,0.0 12.04508,55.858902,0.0 12.056005,55.858518,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,1,0.75
"A427","A427",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2665,5,"4",1,1,"apt",8,4,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.046309,55.833125,0.0 12.047047,55.832892,0.0 12.046559,55.832707,0.0 12.037623,55.829314,0.0 12.03566,55.82171,0.0 12.04057,55.81299,0.0 12.048535,55.813058,0.0 12.052964,55.810513,0.0 12.051745,55.807837,0.0 12.048026,55.808963,0.0 12.04004,55.806654,0.0 12.041141,55.802907,0.0 12.030767,55.803102,0.0 12.027122,55.799548,0.0 12.015263,55.805125,0.0 11.999018,55.798063,0.0 11.970437,55.800062,0.0 11.975541,55.787712,0.0 11.964165,55.778272,0.0 11.960511,55.786598,0.0 11.941064,55.790941,0.0 11.932398,55.790332,0.0 11.925772,55.783708,0.0 11.912939,55.784749,0.0 11.892079,55.803935,0.0 11.878439,55.803147,0.0 11.879515,55.808192,0.0 11.876453,55.809296,0.0 11.877169,55.814133,0.0 11.889057,55.817661,0.0 11.89291,55.81607,0.0 11.898083,55.818553,0.0 11.912029,55.820813,0.0 11.920387,55.817519,0.0 11.933198,55.818031,0.0 11.934824,55.821724,0.0 11.940835,55.822223,0.0 11.945929,55.825733,0.0 11.953689,55.839539,0.0 11.958818,55.853598,0.0 11.945644,55.871211,0.0 11.935799,55.872677,0.0 11.932086,55.87604,0.0 11.929315,55.88078,0.0 11.930604,55.89055,0.0 11.919268,55.904471,0.0 11.902388,55.917785,0.0 11.90081,55.920906,0.0 11.905072,55.93667,0.0 11.94592,55.933759,0.0 11.964061,55.929837,0.0 11.982025,55.91574,0.0 11.992986,55.913587,0.0 12.00378,55.915452,0.0 12.023088,55.907756,0.0 12.024953,55.900237,0.0 12.009343,55.890377,0.0 12.007055,55.884835,0.0 12.000729,55.882666,0.0 11.998035,55.864156,0.0 12.000558,55.860542,0.0 12.006675,55.858234,0.0 12.030408,55.852194,0.0 12.037021,55.839974,0.0 12.035565,55.830489,0.0 12.043815,55.833912,0.0 12.046309,55.833125,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,1,0.571428571428571
"A428","A428",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7200,3,"3",1,1,"apt",8,4,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.046309,55.833125,0.0 12.047047,55.832892,0.0 12.046559,55.832707,0.0 12.037623,55.829314,0.0 12.03566,55.82171,0.0 12.04057,55.81299,0.0 12.048535,55.813058,0.0 12.052964,55.810513,0.0 12.051745,55.807837,0.0 12.048026,55.808963,0.0 12.04004,55.806654,0.0 12.041141,55.802907,0.0 12.030767,55.803102,0.0 12.027122,55.799548,0.0 12.015263,55.805125,0.0 11.999018,55.798063,0.0 11.970437,55.800062,0.0 11.975541,55.787712,0.0 11.964165,55.778272,0.0 11.960511,55.786598,0.0 11.941064,55.790941,0.0 11.932398,55.790332,0.0 11.925772,55.783708,0.0 11.912939,55.784749,0.0 11.892079,55.803935,0.0 11.878439,55.803147,0.0 11.879515,55.808192,0.0 11.876453,55.809296,0.0 11.877169,55.814133,0.0 11.889057,55.817661,0.0 11.89291,55.81607,0.0 11.898083,55.818553,0.0 11.912029,55.820813,0.0 11.920387,55.817519,0.0 11.933198,55.818031,0.0 11.934824,55.821724,0.0 11.940835,55.822223,0.0 11.945929,55.825733,0.0 11.953689,55.839539,0.0 11.958818,55.853598,0.0 11.945644,55.871211,0.0 11.935799,55.872677,0.0 11.932086,55.87604,0.0 11.929315,55.88078,0.0 11.930604,55.89055,0.0 11.919268,55.904471,0.0 11.902388,55.917785,0.0 11.90081,55.920906,0.0 11.905072,55.93667,0.0 11.94592,55.933759,0.0 11.964061,55.929837,0.0 11.982025,55.91574,0.0 11.992986,55.913587,0.0 12.00378,55.915452,0.0 12.023088,55.907756,0.0 12.024953,55.900237,0.0 12.009343,55.890377,0.0 12.007055,55.884835,0.0 12.000729,55.882666,0.0 11.998035,55.864156,0.0 12.000558,55.860542,0.0 12.006675,55.858234,0.0 12.030408,55.852194,0.0 12.037021,55.839974,0.0 12.035565,55.830489,0.0 12.043815,55.833912,0.0 12.046309,55.833125,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,0,1,1,0.714285714285714
"A429","A429",0,0,NA,NA,NA,NA,NA,"A",NA,NA,NA,4300,1,"5",1,1,"apt",8,3,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.11319,55.7678,0.0 12.108611,55.774816,0.0 12.110552,55.784696,0.0 12.117223,55.785639,0.0 12.11024,55.791252,0.0 12.122157,55.79055,0.0 12.134463,55.806692,0.0 12.127845,55.818047,0.0 12.17039,55.827555,0.0 12.192464,55.816109,0.0 12.192465,55.810241,0.0 12.199406,55.793938,0.0 12.19324,55.776268,0.0 12.186947,55.776151,0.0 12.180342,55.767763,0.0 12.148879,55.767148,0.0 12.148656,55.756458,0.0 12.135178,55.758974,0.0 12.11319,55.7678,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,0,1,0.75,0.777777777777778
"A430","A430",0,0,NA,NA,NA,NA,"A","A",NA,NA,NA,2610,4,"5",0,1,"apt",8,3,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.11319,55.7678,0.0 12.108611,55.774816,0.0 12.110552,55.784696,0.0 12.117223,55.785639,0.0 12.11024,55.791252,0.0 12.122157,55.79055,0.0 12.134463,55.806692,0.0 12.127845,55.818047,0.0 12.17039,55.827555,0.0 12.192464,55.816109,0.0 12.192465,55.810241,0.0 12.199406,55.793938,0.0 12.19324,55.776268,0.0 12.186947,55.776151,0.0 12.180342,55.767763,0.0 12.148879,55.767148,0.0 12.148656,55.756458,0.0 12.135178,55.758974,0.0 12.11319,55.7678,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,0.666666666666667,0.142857142857143
"A431","A431",0,1,NA,NA,NA,NA,"A+",NA,NA,NA,NA,2200,1,"1",0,1,"apt",8,2,0,0,0,0,1,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.11319,55.7678,0.0 12.108611,55.774816,0.0 12.110552,55.784696,0.0 12.117223,55.785639,0.0 12.11024,55.791252,0.0 12.122157,55.79055,0.0 12.134463,55.806692,0.0 12.127845,55.818047,0.0 12.17039,55.827555,0.0 12.192464,55.816109,0.0 12.192465,55.810241,0.0 12.199406,55.793938,0.0 12.19324,55.776268,0.0 12.186947,55.776151,0.0 12.180342,55.767763,0.0 12.148879,55.767148,0.0 12.148656,55.756458,0.0 12.135178,55.758974,0.0 12.11319,55.7678,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",0,0,2,0.384615384615385,0.555555555555556
